tax_account_connected,business_name,business_type,business_city,business_state,business_start_date,business_description,naics_code,fulltime_employees_count,fulltime_employees_annual_payroll,ever_filed_bankruptcy,bankruptcy_description,ongoing_lawsuits,lawsuits_description,is_only_owner,owners,annual_revenue_year_one,annual_revenue_year_two,annual_revenue_year_three,net_operating_income_year_one,net_operating_income_year_two,net_operating_income_year_three,has_no_debts,debts,has_no_credit_debts,credit_debts,business_ein,incorporation_city,incorporation_state,credit_check_consent,inquiry_id,user_id,organization_id,id,meta_status,created_at,updated_at,open_banking_connected,business_address,business_zip_code,business_phone_number,is_business_address_same_as_individual,is_business_phone_number_same_as_individual,position_at_business,percent_ownership,owner_roles
"t","Aufderhar, Lockman and Schroeder","C Corporation",,,,,"311422","255","1054657688","f",,"f",,"t",,"2109315375","2516112734","1828050973","761250975","908063960","659742778","f","[{""id"": ""d41358ff-57f2-4d70-9c97-34429cae380f"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 9.231045232729091, ""originalDate"": ""2016-11-15T04:51:24.411Z"", ""currentBalance"": 7787619, ""monthlyPayment"": 132014, ""originalAmount"": 12899694, ""termOrMaturationDate"": ""2027-04-11T02:55:00.995Z""}]","f","[{""id"": ""4d8b4c08-fd5f-46a0-9741-75e2b244bf60"", ""name"": ""American Express Business Platinum Card"", ""balance"": 2646403}, {""id"": ""b3d5a6cb-93fe-4011-a723-99a393c9c795"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 4848025}, {""id"": ""e68fc445-d610-4b6e-820d-d8851943f0a0"", ""name"": ""Discover It Business Card"", ""balance"": 872556}, {""id"": ""9952834d-4608-4927-8b62-549a72a91e44"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 4705679}, {""id"": ""365c3eca-a800-4035-b20f-b677f734a9bf"", ""name"": ""Discover It Business Card"", ""balance"": 1558059}]","123456789","Jakubowskifield","SC","t","bc328b0d-e2ad-4faa-b8cf-a4edcc1f409a","sv3nn1g7rxi0ek4k9cgnf","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","9878d5a4-12e7-4548-8374-9fc05917cea2","f","2025-09-06 06:33:36.549+00",,"f",,,,"f","f",,"65.42","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Kovacek - Harber","Sole proprietorship",,,,,"611692","413","3464375128","f",,"f",,"t",,"6928750255","8139488644","5870641465","709276122","833215909","600960586","f","[{""id"": ""44a0218e-2995-4b81-b53a-81fae54fa95e"", ""name"": ""SBA 504 Loan - Real Estate Financing"", ""interestRate"": 9.947067359025027, ""originalDate"": ""2020-10-02T03:08:13.453Z"", ""currentBalance"": 19854931, ""monthlyPayment"": 495497, ""originalAmount"": 25694836, ""termOrMaturationDate"": ""2029-01-22T19:17:05.785Z""}, {""id"": ""6d188e1c-327f-4cca-b36e-e2cc495066cc"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 6.042573561396728, ""originalDate"": ""2021-01-04T09:04:06.351Z"", ""currentBalance"": 19457184, ""monthlyPayment"": 503334, ""originalAmount"": 23939844, ""termOrMaturationDate"": ""2028-05-17T05:30:44.395Z""}, {""id"": ""555c14a2-df75-4f89-8108-cf324b4e96c6"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 8.47308025613566, ""originalDate"": ""2021-02-15T08:40:11.757Z"", ""currentBalance"": 26461775, ""monthlyPayment"": 738131, ""originalAmount"": 37166977, ""termOrMaturationDate"": ""2028-01-22T05:49:45.249Z""}]","f","[{""id"": ""bd409b4e-b0c9-42e0-acdb-cd9fbfc6a57a"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 488891}, {""id"": ""1d3a36f8-b87c-4849-9670-40febc2ebed5"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 2918596}]","123456789","Aufderharhaven","FL","t","84da39d2-a191-4e35-a8f1-38310de02920","jxya27c82bz9py86t5ycs","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","8d0a69af-06b2-4337-9063-487b3b731cf7","f","2025-08-22 05:24:24.739+00",,"f",,,,"f","f",,"28.28","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Cronin, Towne and Ruecker","Joint venture",,,,,"321219","395","1984281710","f",,"t","Adaugeo virtus contigo. Arto valde cresco. Aeneus delectus vulticulus occaecati aranea cubicularis.","t",,"6932306485","8037320297","9791449293","1322713099","1533554360","1868249516","f","[{""id"": ""02e35247-dcbe-4958-9cec-c1afbab102de"", ""name"": ""Office Depot Vendor Credit"", ""interestRate"": 7.838762019574136, ""originalDate"": ""2025-04-08T20:34:31.828Z"", ""currentBalance"": 13995911, ""monthlyPayment"": 208058, ""originalAmount"": 14165308, ""termOrMaturationDate"": ""2032-12-02T01:47:36.465Z""}]","f","[{""id"": ""a052fbbd-9e90-4dfe-a161-b794547ba69a"", ""name"": ""Discover It Business Card"", ""balance"": 4624933}, {""id"": ""48165882-d5e0-4988-aead-ff1601889322"", ""name"": ""American Express Business Platinum Card"", ""balance"": 187893}, {""id"": ""06184aea-fceb-45d5-9e2c-6c60d5b8b074"", ""name"": ""Brex Business Credit Card"", ""balance"": 1403457}]","123456789","South Bridgetborough","MS","t","db7a946b-8d2e-4575-9e78-49c6d4a744d4","k0lrpzsj2ua337dymsmbg","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","0113632c-b554-467a-9435-2a2e1e98bceb","f","2025-10-07 21:23:07.976+00",,"f",,,,"f","f",,"87.05","{authorizedSigner,beneficialOwner,controlPerson}"
"f","McLaughlin, Nicolas and Von","Partnership",,,,,"213113","367","1348428831","f",,"f",,"t",,"2696857662","2365083656","1973890521","278065732","243857407","203522537","f","[{""id"": ""9d6fa501-156d-48a1-a44c-a02ca3346786"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 4.744033900300565, ""originalDate"": ""2022-07-28T14:50:30.359Z"", ""currentBalance"": 1102263, ""monthlyPayment"": 19667, ""originalAmount"": 6722903, ""termOrMaturationDate"": ""2026-02-08T13:55:27.147Z""}, {""id"": ""b2fbd51b-19b2-4beb-8d53-62e8c82772f9"", ""name"": ""Square Capital Merchant Advance"", ""interestRate"": 10.864498468046966, ""originalDate"": ""2023-07-04T13:33:37.913Z"", ""currentBalance"": 10477832, ""monthlyPayment"": 191881, ""originalAmount"": 45544897, ""termOrMaturationDate"": ""2033-07-26T22:54:08.462Z""}, {""id"": ""fbf228b6-f954-4bd9-a4d4-10df32fcce78"", ""name"": ""Fastenal Industrial Supplier Credit"", ""interestRate"": 11.140335868226517, ""originalDate"": ""2018-12-26T00:10:34.587Z"", ""currentBalance"": 5344052, ""monthlyPayment"": 272281, ""originalAmount"": 30194797, ""termOrMaturationDate"": ""2027-07-10T01:44:01.529Z""}]","t","[]","123456789","Pearlchester","OH","t","63086cb7-5ec2-4007-9104-8b0790f18377","jn30kjjkn6opugaazw9h5","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","e0c2f7cd-5720-4982-9793-e8245dd7e011","f","2025-08-20 13:05:16.64+00",,"f",,,,"f","f",,"95.54","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Hane - Tremblay","S Corporation",,,,,"424110","92","754406072","f",,"f",,"t",,"1739107280","1329721136","1255570648","196937099","150578073","142181247","f","[{""id"": ""17b0e8ef-ea10-4872-b415-d7564213f897"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 9.284395456435401, ""originalDate"": ""2021-07-29T00:35:53.089Z"", ""currentBalance"": 27481335, ""monthlyPayment"": 441634, ""originalAmount"": 44404554, ""termOrMaturationDate"": ""2031-01-17T10:39:36.458Z""}, {""id"": ""22056558-bc62-40a5-a356-3ac693207703"", ""name"": ""CNH Industrial Equipment Financing"", ""interestRate"": 10.594951150268118, ""originalDate"": ""2020-10-29T11:14:57.361Z"", ""currentBalance"": 37173501, ""monthlyPayment"": 715433, ""originalAmount"": 47726458, ""termOrMaturationDate"": ""2032-05-29T15:52:53.374Z""}, {""id"": ""b953179b-4b83-437e-ad34-58ba6f8c44c3"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 9.906424103776999, ""originalDate"": ""2020-01-17T10:21:28.832Z"", ""currentBalance"": 1246294, ""monthlyPayment"": 27598, ""originalAmount"": 7093378, ""termOrMaturationDate"": ""2026-03-10T04:17:54.189Z""}, {""id"": ""7c756f7f-1bc8-48ec-87d1-aa6668adb56c"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 5.49978394678373, ""originalDate"": ""2017-10-26T23:45:52.204Z"", ""currentBalance"": 204030, ""monthlyPayment"": 5186, ""originalAmount"": 1000000, ""termOrMaturationDate"": ""2027-08-24T07:31:12.471Z""}]","f","[{""id"": ""069243a9-b689-4b81-9f35-2f1581531a77"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 4035764}, {""id"": ""0a476eb0-3f77-4319-a1da-e9c08d0e96ee"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 55867}, {""id"": ""437b2240-660a-429e-9d3a-fa4997e04222"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 2051773}]","123456789","Gleasonstad","CA","t","c075d0c0-dd45-4051-abff-a6160196ed26","yylj9guwzvlfl4kg0mdnz","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","106806e9-300a-41a8-8625-bd994c6cde37","f","2025-09-09 05:50:37.873+00",,"f",,,,"f","f",,"90.03","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Koch, Klocko and Powlowski","S Corporation",,,,,"313320","90","626773455","f",,"f",,"t",,"1253546910","892072755","861059840","126806523","90240455","87103245","f","[{""id"": ""693646da-ee9e-41bd-b5a9-5f02d07260e6"", ""name"": ""Unpaid Corporate Income Tax"", ""interestRate"": 4.752746904686892, ""originalDate"": ""2025-07-16T19:45:33.178Z"", ""currentBalance"": 14709992, ""monthlyPayment"": 1284093, ""originalAmount"": 28099130, ""termOrMaturationDate"": ""2026-09-17T10:17:06.347Z""}, {""id"": ""adecfb47-efcb-41f7-aa20-5334517a912c"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 3.1135931529612337, ""originalDate"": ""2025-06-21T17:44:00.141Z"", ""currentBalance"": 28588282, ""monthlyPayment"": 2456534, ""originalAmount"": 38364241, ""termOrMaturationDate"": ""2026-04-27T19:31:56.645Z""}]","f","[{""id"": ""421852a6-553f-4635-9045-7c904d40424d"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 1621331}, {""id"": ""e854deca-5ce4-427c-b6e5-61fbe030ddf5"", ""name"": ""Brex Business Credit Card"", ""balance"": 3786668}, {""id"": ""b4dd2e48-d3cd-4b5f-9e6c-236ce41ac321"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 2995316}, {""id"": ""48d04aff-8898-44bd-a57f-ffa4e0b03f8d"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 4635823}]","123456789","New Adan","NJ","t","db510f18-938d-45af-96b8-e54939f441af","8xtj9widzoh09xbab7z2a","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","6519bd78-1471-4d9b-84d0-e2423478bc68","f","2025-09-15 12:33:21.523+00",,"f",,,,"f","f",,"81.67","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Lemke, Carroll and Rosenbaum","Nonprofit organization","North Mariam","MI","2020-10-04 04:56:52.773+00","Deserunt desino tertius infit nostrum. Sollers molestias spargo curo tempore vinitor harum. Tantillus cupio absens clarus vinculum.","236220","426","2182052514","f",,"f",,"t",,"5913022284","4650841514","5820048443","2238167245","1760412973","2202975257","t","[]","t","[]","123456789","New Sadyeview","RI","t","c4de3fd4-c98c-4767-9eb5-b668ea6842ee","ftlkzl0dyts4afpspjnr3","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","04e6bedf-e63d-44ae-acb6-9deccdb99e1b","t","2025-09-05 14:16:26.261+00",,"f","39127 Hackett Overpass","25194","+16412221660","f","f","Customer Integration Producer","68.80","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Emmerich, Monahan and Haley","Franchise","Fort Giuseppe","DE","2016-12-20 00:05:10.568+00","Cubo ambulo turpis tego accedo carbo corrumpo crebro. Vado clarus suscipio currus quo. Velut cura perspiciatis confero esse suadeo vilis.","316110","294","1271124876","t","Avarus arcus textus eveniet caterva adfectus maxime abundans harum. Avarus tergiversatio absconditus debilito contigo alii dolorem fugiat cubitum. Thymum coniuratio voco cometes viduo suffragium vitium appello.","t","Tabernus curia votum ceno uter tempora delicate adulatio. Tero capio baiulus adfectus. Nemo sed sustineo decor acceptus summa colligo depopulo solus absconditus.","t",,"2542249752","2263020361","2555123464","551082083","490553681","553872710","f","[{""id"": ""48fd5d46-f4a1-4a5c-84be-18f4a76b7df2"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 11.968559514870552, ""originalDate"": ""2016-01-02T17:00:49.415Z"", ""currentBalance"": 7362883, ""monthlyPayment"": 226829, ""originalAmount"": 11320282, ""termOrMaturationDate"": ""2027-11-21T17:42:39.425Z""}, {""id"": ""bff1be4a-0037-4625-a66f-8d84da6e590e"", ""name"": ""John Deere Agricultural Equipment Loan"", ""interestRate"": 10.716239957612316, ""originalDate"": ""2019-10-25T20:47:28.251Z"", ""currentBalance"": 28943906, ""monthlyPayment"": 559974, ""originalAmount"": 37857393, ""termOrMaturationDate"": ""2032-08-27T21:40:03.490Z""}, {""id"": ""7aadd595-fd06-4cc3-92ed-7623f55a25d0"", ""name"": ""Grainger Trade Credit (Net-60 Terms)"", ""interestRate"": 6.403553958881855, ""originalDate"": ""2015-11-15T06:12:57.051Z"", ""currentBalance"": 19710977, ""monthlyPayment"": 433700, ""originalAmount"": 25278109, ""termOrMaturationDate"": ""2029-06-10T16:35:42.726Z""}]","f","[{""id"": ""9bf23a08-e324-4db7-95cc-413bd0b27059"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 1890321}]","123456789","Port Dana","MN","t","f25005af-5382-4118-ba43-27e0444399a7","tl8j4whwjzoib4ohzq3u5","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","7af89324-66e3-42a5-9218-d78282130dbf","t","2025-09-14 09:24:51.086+00",,"f","133 Murazik Shoals","21441","+12216699977","f","f","Principal Infrastructure Representative","43.18","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Mohr - McCullough","C Corporation","Sipesstead","RI","2024-08-07 07:35:40.845+00","Video ipsum valeo villa impedit curvo artificiose aveho video. Autem cena vaco crux defungo. Spoliatio titulus calamitas absconditus tracto id modi basium synagoga.","335932","163","1005658655","t","Ab amo adimpleo vox mollitia. Tenuis textilis ullam thesaurus vobis succedo. Absens consuasor corrumpo corpus timidus possimus inventore adipisci fugit denego.","f",,"t",,"2011317310","1446823968","1027676667","639737007","460189364","326871743","f","[{""id"": ""6a95e330-c83b-41b2-a738-52cf0669697e"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 7.076703627905436, ""originalDate"": ""2025-05-10T18:54:24.734Z"", ""currentBalance"": 14506361, ""monthlyPayment"": 488502, ""originalAmount"": 47648318, ""termOrMaturationDate"": ""2026-05-15T00:07:54.275Z""}, {""id"": ""b7305a8a-3180-4441-b8da-a68f58fea85b"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 9.115867525088369, ""originalDate"": ""2016-03-22T16:30:27.655Z"", ""currentBalance"": 14251857, ""monthlyPayment"": 345796, ""originalAmount"": 18246724, ""termOrMaturationDate"": ""2026-09-02T02:47:22.072Z""}, {""id"": ""75f55aff-932b-4c10-89d7-67cefdd21ae0"", ""name"": ""Caterpillar Heavy Machinery Lease"", ""interestRate"": 4.525206911059145, ""originalDate"": ""2020-12-06T12:07:08.072Z"", ""currentBalance"": 16281739, ""monthlyPayment"": 197080, ""originalAmount"": 17535523, ""termOrMaturationDate"": ""2035-04-05T00:39:51.782Z""}]","f","[{""id"": ""51162f35-95a9-4f28-a75e-e1f3901e1d85"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 4937963}, {""id"": ""54bafb99-8266-4d46-a164-961b1aa266eb"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 2037353}, {""id"": ""6f48427d-3235-486f-9bc8-a20e8a848edf"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 4723745}, {""id"": ""5299cfbd-456f-4962-903d-913888589140"", ""name"": ""Discover It Business Card"", ""balance"": 2681640}, {""id"": ""157c4b74-e1c7-4db5-9f45-fbfaa1074a08"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 2978531}]","123456789","Breitenbergfield","CO","t","a81300c3-8d08-4173-8977-7aee9ada9866","w8os6eaovyboro06oc4h1","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","1670b375-dbe8-4207-8972-7965ac68415a","t","2025-08-24 02:46:54.29+00",,"f","50488 The Chase","51374","+16128380226","f","f","Future Intranet Architect","40.11","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Schmitt LLC","Sole proprietorship",,,,,"424820","66","169489452","f",,"f",,"t",,"338978904","500000000","527085535","127689936","188344960","198547808","f","[{""id"": ""73c752a9-7cf5-4906-8f2d-5791d9ca5eea"", ""name"": ""Fastenal Industrial Supplier Credit"", ""interestRate"": 6.412579845353997, ""originalDate"": ""2018-09-18T05:01:25.150Z"", ""currentBalance"": 1492684, ""monthlyPayment"": 20416, ""originalAmount"": 2259724, ""termOrMaturationDate"": ""2032-10-09T07:22:19.450Z""}, {""id"": ""caa8845e-d223-4de9-b809-8e9cfb1858e2"", ""name"": ""John Deere Agricultural Equipment Loan"", ""interestRate"": 6.482046556307203, ""originalDate"": ""2018-04-20T07:12:28.175Z"", ""currentBalance"": 31728370, ""monthlyPayment"": 501891, ""originalAmount"": 32679949, ""termOrMaturationDate"": ""2030-03-04T11:52:34.355Z""}, {""id"": ""0137268c-a04a-4777-afef-6b4ff435caaa"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 3.588447339082154, ""originalDate"": ""2021-10-22T21:29:07.563Z"", ""currentBalance"": 1108515, ""monthlyPayment"": 16511, ""originalAmount"": 38337856, ""termOrMaturationDate"": ""2029-08-29T17:02:37.047Z""}]","t","[]","123456789","Pearlhaven","CA","t","2eb8b925-40b8-41cc-89f3-68a2f70f02fd","ng7kuk0afgn9i95r0oiqt","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","8e4a828e-4741-42e4-ba4c-f0523674b87f","f","2025-09-02 18:38:31.064+00",,"f",,,,"f","f",,"46.63","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Blick Inc","C Corporation",,,,,"332911","124","862362836","t","Conduco corpus sapiente cauda labore voluptatem sulum deprimo corporis. Arca calco verus vivo. Modi viscus tondeo curatio capto termes truculenter carbo.","f",,"t",,"1724725672","2037700035","1513781864","657191364","776447459","576813104","f","[{""id"": ""8bfb213a-23d5-4483-8bf4-e66397562c27"", ""name"": ""Contract Breach Judgment Debt"", ""interestRate"": 11.954410994932879, ""originalDate"": ""2023-05-31T19:11:48.045Z"", ""currentBalance"": 19539270, ""monthlyPayment"": 427261, ""originalAmount"": 25226759, ""termOrMaturationDate"": ""2027-02-17T12:48:54.576Z""}, {""id"": ""b33c953e-41c9-4db1-ab69-b3a4cb8aae89"", ""name"": ""Grainger Trade Credit (Net-60 Terms)"", ""interestRate"": 6.307433351349674, ""originalDate"": ""2022-08-20T10:32:33.041Z"", ""currentBalance"": 2779415, ""monthlyPayment"": 43561, ""originalAmount"": 4203453, ""termOrMaturationDate"": ""2029-06-22T18:43:14.914Z""}, {""id"": ""aff07cc1-a0ff-4dcd-875a-6389b5d725f5"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 7.227367843833472, ""originalDate"": ""2016-05-19T14:15:27.412Z"", ""currentBalance"": 13205379, ""monthlyPayment"": 189578, ""originalAmount"": 30159588, ""termOrMaturationDate"": ""2027-12-25T02:57:28.715Z""}, {""id"": ""a09cb16c-1b51-4193-a35f-ac0a80497961"", ""name"": ""Sysco Food Supplier Credit Line"", ""interestRate"": 7.5323963881100475, ""originalDate"": ""2022-11-05T09:00:13.056Z"", ""currentBalance"": 197384, ""monthlyPayment"": 4529, ""originalAmount"": 2147245, ""termOrMaturationDate"": ""2029-09-15T10:53:13.848Z""}, {""id"": ""4941b4bf-e861-48c8-bc19-94644512b38a"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 10.095926864916127, ""originalDate"": ""2021-03-27T03:56:33.030Z"", ""currentBalance"": 1622539, ""monthlyPayment"": 40693, ""originalAmount"": 1796208, ""termOrMaturationDate"": ""2029-05-09T20:03:34.775Z""}]","f","[{""id"": ""ce3f61af-6893-4c55-84fa-1e2642e206dd"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 742904}, {""id"": ""19287480-1926-4a48-9c6c-a066c27ac6af"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 3822664}]","123456789","New Lornaburgh","TN","t","9137e373-befa-4ef5-a90c-81c63459ab09","01apxfhlll72cynklif5j","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","3bfc415c-b3dc-46be-aebe-6f94d0d89ed7","f","2025-08-26 09:43:12.338+00",,"f",,,,"f","f",,"24.44","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Senger Inc","Franchise",,,,,"482111","332","1436935674","f",,"f",,"t",,"2873871348","3321393941","3282813901","452253922","522679429","516608185","f","[{""id"": ""c00af749-e03e-42d5-b26a-c3b8d2bdeade"", ""name"": ""Unpaid Corporate Income Tax"", ""interestRate"": 8.88848739383727, ""originalDate"": ""2023-08-06T16:17:06.462Z"", ""currentBalance"": 29917555, ""monthlyPayment"": 637123, ""originalAmount"": 49135940, ""termOrMaturationDate"": ""2030-02-06T00:49:01.897Z""}, {""id"": ""514bfb16-ce84-4b46-af9b-3076db2c12d5"", ""name"": ""US Bank Equipment Financing"", ""interestRate"": 5.181605282658811, ""originalDate"": ""2019-01-23T06:17:02.250Z"", ""currentBalance"": 7501275, ""monthlyPayment"": 657497, ""originalAmount"": 18494119, ""termOrMaturationDate"": ""2026-04-05T17:52:46.896Z""}]","t","[]","123456789","Weberstad","TN","t","a72daba5-f034-4634-8ab2-18ddaf3970a7","zlfh0msm04kpd91kq36qh","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","49c8b0e1-9f1d-45ea-90b2-9813aa490e86","f","2025-09-10 15:26:02.319+00",,"f",,,,"f","f",,"79.96","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Turcotte - Quitzon","Joint venture","Nienowside","MI","2017-08-28 18:47:06.105+00","Sustineo odio veniam accedo consectetur. Decumbo tabgo stabilis vitae ars dedico apostolus. Sonitus cibus porro voro censura abscido.","813990","487","3319381773","f",,"f",,"t",,"6638763546","5988157740","4805069155","2376274231","2143396858","1719922984","f","[{""id"": ""0b0748fb-f144-4f18-a16b-48df954ada65"", ""name"": ""John Deere Agricultural Equipment Loan"", ""interestRate"": 11.994498115146934, ""originalDate"": ""2019-03-06T00:08:47.107Z"", ""currentBalance"": 606741, ""monthlyPayment"": 14492, ""originalAmount"": 6331124, ""termOrMaturationDate"": ""2031-03-18T01:33:58.438Z""}, {""id"": ""d864aa3c-9a89-4f98-bfa4-b1cc6dc5a5dd"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 9.582812214949826, ""originalDate"": ""2016-10-05T19:37:24.736Z"", ""currentBalance"": 14648362, ""monthlyPayment"": 252610, ""originalAmount"": 18980732, ""termOrMaturationDate"": ""2032-07-21T09:11:40.793Z""}, {""id"": ""f579230f-f5aa-4303-a8d6-bb1200744d00"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 6.757713722239926, ""originalDate"": ""2019-03-03T18:41:04.307Z"", ""currentBalance"": 3724429, ""monthlyPayment"": 72702, ""originalAmount"": 14161515, ""termOrMaturationDate"": ""2031-06-25T07:48:56.939Z""}]","t","[]","123456789","Kassulkeborough","SC","t","3f23cf24-5f5a-4cb0-bca6-abcfbf01e642","45hy2pegzde3pvirbo22c","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","bc9165ca-064a-4d7e-ae92-2d493d5d747c","t","2025-08-25 04:24:39.993+00",,"f","843 Chauncey Heights","99433","+18324660203","f","f","Chief Accounts Engineer","75.35","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Corwin - Raynor","Franchise","East Mercedes","VA","2017-12-09 13:38:23.718+00","Dedecor curatio suscipit canis. Celo vigor centum tres carmen dens statua. Damno denuncio amita vinco succurro calcar bonus blanditiis averto arbitro.","424910","467","1828712224","t","Quidem accusamus uter sublime beatae nulla vaco. Caelum ipsa adicio video alienus volubilis deleo calculus amissio. Tredecim condico cruentus excepturi calculus tyrannus admoveo denego vos curtus.","t","Certus tot altus cupio consuasor rerum impedit torrens cavus delibero. Adimpleo alias cunabula ciminatio somniculosus vado acerbitas dicta calcar catena. Tenuis timidus taceo vulgivagus nemo curvo demergo.","t",,"3657424448","3208447632","3929383253","624798591","548099786","671257371","f","[{""id"": ""68b28943-a445-4aa8-8364-c5c54dcedfba"", ""name"": ""CNH Industrial Equipment Financing"", ""interestRate"": 3.8952187546083508, ""originalDate"": ""2016-04-25T18:09:47.521Z"", ""currentBalance"": 9866961, ""monthlyPayment"": 854275, ""originalAmount"": 32154926, ""termOrMaturationDate"": ""2026-05-03T06:59:37.892Z""}, {""id"": ""41dfe6f8-fe12-4fac-ac6f-aad1da4581f5"", ""name"": ""Amazon Business Net-30 Account"", ""interestRate"": 7.392404832189568, ""originalDate"": ""2018-04-09T04:50:33.580Z"", ""currentBalance"": 15229878, ""monthlyPayment"": 234839, ""originalAmount"": 32983732, ""termOrMaturationDate"": ""2030-03-01T14:10:23.575Z""}, {""id"": ""b01376df-8f61-4e9c-809e-7764c6f236ed"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 8.194676746679892, ""originalDate"": ""2022-05-28T09:36:21.667Z"", ""currentBalance"": 6715087, ""monthlyPayment"": 605447, ""originalAmount"": 11527731, ""termOrMaturationDate"": ""2026-08-05T07:09:29.687Z""}, {""id"": ""af80fb0c-b963-49ea-9a1a-393486c51755"", ""name"": ""Office Depot Vendor Credit"", ""interestRate"": 3.665235944679827, ""originalDate"": ""2019-09-07T20:46:46.213Z"", ""currentBalance"": 7736069, ""monthlyPayment"": 345965, ""originalAmount"": 17266170, ""termOrMaturationDate"": ""2026-09-30T16:48:52.543Z""}, {""id"": ""7ddb66d2-62e3-4359-9abc-a4cc0d328e17"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 4.09493241716409, ""originalDate"": ""2023-01-31T08:30:03.988Z"", ""currentBalance"": 574205, ""monthlyPayment"": 49810, ""originalAmount"": 5695923, ""termOrMaturationDate"": ""2026-05-28T05:30:16.139Z""}]","t","[]","123456789","Philadelphia","IA","t","0bf623fb-fd66-4c03-98bf-29921f8220c0","woiaz1ia0fb8lvqyhk8wf","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","823ba8ca-399b-45d5-8584-aa6746474cc8","t","2025-08-20 04:32:42.234+00",,"f","3138 N Chestnut Street","28260","+19113708710","f","f","Corporate Directives Director","55.16","{authorizedSigner,beneficialOwner,controlPerson}"
